# k	Real	Imaginary	Magnitude	Phase
506	0.17058945	-3.08287108	3.08758722	-1.51551810
507	-14.98639587	1.13486074	15.02930371	3.06601084
508	2.88374511	1.10907865	3.08966686	0.36715749
509	-3.43066499	2.85296842	4.46193804	2.44787348
510	-1.70690377	0.85560695	1.90934118	2.67693551
511	-3.80536630	6.04538130	7.14334990	2.13260122
512	-1.23288778	0.00000000	1.23288778	3.14159265
513	-3.80536630	-6.04538130	7.14334990	-2.13260122
514	-1.70690377	-0.85560695	1.90934118	-2.67693551
515	-3.43066499	-2.85296842	4.46193804	-2.44787348
516	2.88374511	-1.10907865	3.08966686	-0.36715749
517	-14.98639587	-1.13486074	15.02930371	-3.06601084
518	0.17058945	3.08287108	3.08758722	1.51551810
519	3.52525104	2.41616571	4.27378657	0.60085197
520	-8.46994936	0.51684082	8.48570366	3.08064769
521	1.30102447	2.31084848	2.65192107	1.05802161
522	2.37786331	2.35840827	3.34907800	0.78129052
523	-2.84691749	3.65457030	4.63258279	2.23260181
524	-5.54836768	12.24065028	13.43941603	1.99636952
525	9.28051108	-9.53592936	13.30645838	-0.79897154
526	-2.72189760	-7.89968473	8.35546201	-1.90261461
527	-0.12641343	8.02486253	8.02585814	1.58654775
528	1.51008436	5.00639482	5.22918195	1.27784379
529	-3.31439121	9.92307099	10.46195617	1.89315451
530	9.52554258	9.52573960	13.47129082	0.78540850
531	0.97286738	3.39062280	3.52743447	1.29137416
532	-0.20028691	3.37510163	3.38103917	1.63006930
533	-8.09867458	9.66158259	12.60693095	2.26842030
534	5.91217285	1.04704132	6.00417217	0.17528180
535	-1.27669705	-1.25406438	1.78959013	-2.36513728
536	3.89784313	-7.18577307	8.17487099	-1.07377668
537	-2.21592652	4.56288466	5.07249906	2.02289136
538	3.16973025	-0.63759854	3.23322158	-0.19850330
539	1.93843035	8.62776460	8.84284084	1.34979264
540	-3.43643474	-1.29196831	3.67127578	-2.78197900
541	-15.18026302	2.90077713	15.45493103	2.95278012
542	4.82118022	3.15448202	5.76146991	0.57938978
543	6.67252662	4.12059407	7.84231516	0.55322138
544	9.31865652	5.24615189	10.69389868	0.51274869
545	-0.93993209	9.26080417	9.30838150	1.67194568
546	-1.98699038	7.98162978	8.22523827	1.81478222
547	-4.15385967	-5.13113094	6.60174635	-2.25132779
548	-4.07604160	-1.70594767	4.41863922	-2.74521448
549	1.18169514	-1.53919638	1.94049708	-0.91604102
550	-0.80954678	-2.71929305	2.83723821	-1.86014617
551	-0.06080034	2.30852821	2.30932873	1.59712751
552	8.32442317	1.05802366	8.39139054	0.12642091
553	13.38036817	1.95753620	13.52280298	0.14526856
554	11.48922503	7.05769343	13.48381728	0.55085922
555	-2.56335027	-7.01267123	7.46647992	-1.92123987
556	-1.20836780	-7.43935729	7.53685542	-1.73181911
557	-8.69977517	-4.32801641	9.71688294	-2.67995826
558	9.47177748	3.81902738	10.21271456	0.38326256
559	2.90191837	-6.39748747	7.02488265	-1.14495033
560	-3.17007120	-0.50974436	3.21079285	-2.98215841
561	5.08314827	-0.89746893	5.16176780	-0.17475667
562	-13.06425196	4.06655973	13.68252854	2.83982526
563	3.70651139	2.25733064	4.33978897	0.54702371
564	3.77190326	-4.87086513	6.16056664	-0.91187337
565	4.09708350	-2.40741538	4.75202505	-0.53124635
566	-3.48492251	-3.38496814	4.85826041	-2.37074309
567	5.50107969	7.50088424	9.30188917	0.93801011
568	-7.75154750	-4.20606392	8.81915315	-2.64444117
569	3.01355433	3.35087927	4.50665082	0.83835018
570	-2.25228579	-6.95499251	7.31058904	-1.88397622
571	1.57488087	-6.03421634	6.23634641	-1.31549951
572	0.46010315	-12.07649887	12.08526044	-1.53271569
573	4.31993281	2.98484405	5.25082027	0.60462416
574	-4.25361746	3.57658283	5.55744602	2.44244451
575	0.51897800	3.27813796	3.31896469	1.41378456
576	11.85081638	0.47712917	11.86041741	0.04023956
577	4.36806422	5.53915333	7.05423310	0.90305784
578	-2.69431037	-9.69426685	10.06171547	-1.84188284
579	-1.84128297	-0.39314378	1.88278650	-2.93123515
580	-5.38196986	7.61300996	9.32327840	2.18616734
581	8.65030353	5.07354938	10.02839242	0.53044648
582	3.68944648	12.67460931	13.20067182	1.28753416
583	-2.44463874	-11.58120204	11.83640567	-1.77882918
584	-11.85767933	-10.80711546	16.04363748	-2.40251357
585	1.31511712	-10.67965739	10.76032597	-1.44827091
586	1.40213630	7.35828659	7.49068540	1.38250166
587	2.76995353	1.23211439	3.03162472	0.41853297
588	-3.57002875	1.62266374	3.92149754	2.71498294
589	0.83916267	-3.02840640	3.14252117	-1.30048150
590	7.48321781	-0.06707041	7.48351837	-0.00896254
591	0.32124524	-10.15014570	10.15522802	-1.53915757
592	-8.77189348	2.17775392	9.03818164	2.89824762
593	7.42761684	-3.23099335	8.09992654	-0.41030789
594	6.13964502	-5.53849901	8.26862819	-0.73396740
595	14.62121145	-6.64927562	16.06215087	-0.42681285
596	-6.24123767	0.15529738	6.24316947	3.11671532
597	7.14218358	3.32489790	7.87818077	0.43569303
598	-6.44029599	-3.78628420	7.47083399	-2.61011378
599	-6.00144576	8.58587170	10.47542572	2.18084469
600	-4.06689428	4.09093844	5.76848389	2.35324713
601	4.37954406	14.09820138	14.76278050	1.26960178
602	3.82388811	-0.81162708	3.90907391	-0.20914789
603	10.16526420	-4.92516284	11.29556662	-0.45117825
604	-8.47103338	-4.90638830	9.78933362	-2.61661072
605	-2.95018147	5.53692947	6.27384720	2.06035317
606	-6.17771265	10.22923157	11.94995030	2.11409858
607	6.37978428	3.48454477	7.26936721	0.49990979
608	-7.97925000	-4.55894145	9.18979748	-2.62250606
609	-2.40865415	-0.82614502	2.54639557	-2.81117615
610	2.76189253	1.74658161	3.26781237	0.56389283
611	-10.19401226	-10.32130310	14.50679784	-2.34998990
612	-3.39653045	-4.33254448	5.50521214	-2.23567838
613	0.28348583	5.72814431	5.73515487	1.52134668
614	-3.38125563	10.89867451	11.41113473	1.87162520
615	-4.40786746	1.81583049	4.76723567	2.75082535
616	-2.57934886	-8.77118610	9.14257875	-1.85680456
617	8.75536153	-6.78636395	11.07750384	-0.65937848
618	-14.99066989	-1.60326990	15.07616191	-3.03504648
619	-0.94158972	-10.00929865	10.05348947	-1.66459180
620	5.12687829	-5.34616643	7.40718411	-0.80633344
621	-5.05489067	4.43600158	6.72532748	2.42131103
622	0.21522699	6.53519699	6.53874012	1.53787471
623	0.85072586	3.26952596	3.37839229	1.31624231
624	-12.54939758	9.88560187	15.97537180	2.47437513
625	3.25362227	1.31865467	3.51068484	0.38505683
626	0.08029342	0.91544037	0.91895490	1.48331005
627	9.50567047	-5.71521223	11.09150224	-0.54133254
628	3.96108873	-5.73507554	6.97002980	-0.96635439
629	-2.61039269	4.76231509	5.43081900	2.07220673
630	-3.43603860	-5.66032605	6.62160496	-2.11637548
631	4.48162416	-3.10235659	5.45064872	-0.60549846
632	-0.49627995	-0.67753075	0.83984624	-2.20299216
633	1.02287244	2.15240854	2.38309264	1.12716667
634	-6.86179169	-4.41938647	8.16181119	-2.56940649
635	-3.01207239	8.10356975	8.64525435	1.92666806
636	5.08228140	-4.12965191	6.54855779	-0.68235191
637	2.88214876	-9.69103458	10.11053573	-1.28172323
638	-0.32338862	-7.41237508	7.41942616	-1.61439688
639	17.87007592	10.05550784	20.50494699	0.51254206
640	13.09542246	2.97589750	13.42929839	0.22345228
641	2.58280719	-2.78665312	3.79951689	-0.82334389
642	9.27148365	-0.49841389	9.28487078	-0.05370603
643	2.29014624	7.21444001	7.56920831	1.26341802
644	9.68383422	7.56422444	12.28796715	0.66312148
645	0.71234709	-4.40773588	4.46492709	-1.41056880
646	7.80240385	14.12434238	16.13612572	1.06610602
647	1.67525778	8.49479756	8.65841060	1.37608503
648	-9.56152794	2.77298743	9.95551485	2.85932131
649	11.41622377	2.55787561	11.69926890	0.22041593
650	2.10373588	0.43498277	2.14823524	0.20389357
651	7.92964045	-1.56090144	8.08180740	-0.19435903
652	-6.51974172	2.39357352	6.94523047	2.78974210
653	-6.15350245	0.28691362	6.16018764	3.09500033
654	0.10362518	14.63368242	14.63404932	1.56371517
655	2.56182922	-6.13623438	6.64953692	-1.17530211
656	-1.11991961	-3.61991791	3.78919854	-1.87083359
657	-5.09979249	1.70026257	5.37575820	2.81978356
658	-6.98389887	-10.01946342	12.21329155	-2.17952839
659	-7.96968738	4.52208220	9.16324966	2.62548099
660	-12.63573511	3.53780539	13.12165648	2.86859866
661	2.61581016	2.54205203	3.64753222	0.77109900
662	12.65225381	-9.81383510	16.01221052	-0.65972168
663	-16.37612760	18.49083083	24.69996720	2.29561806
664	-5.87857158	11.67817537	13.07430242	2.03714508
665	10.92096691	2.52223346	11.20844235	0.22697361
666	-1.02610327	18.27821804	18.30699709	1.62687550
667	4.80764144	6.68901822	8.23749847	0.94760591
668	-2.88092998	-1.12441042	3.09258086	-2.76948120
669	5.88396248	9.58865652	11.25003771	1.02040931
670	-8.82026039	-19.77540319	21.65325759	-1.99033704
671	10.58911652	-1.00869600	10.63705111	-0.09497124
672	0.80525739	6.08052557	6.13361482	1.43913029
673	0.09383538	-1.56324713	1.56606087	-1.51084232
674	-6.05184069	3.04818349	6.77614923	2.67500639
675	-2.93368724	-0.79350818	3.03910778	-2.87743207
676	-8.87264696	-2.34355101	9.17693279	-2.88335803
677	11.62991352	-11.29991536	16.21551651	-0.77100750
678	7.54820516	-13.42886292	15.40486159	-1.05871976
679	-0.43397531	-3.38824866	3.41592792	-1.69818522
680	5.48669466	2.75539905	6.13971027	0.46540329
681	-4.04562987	6.70224406	7.82861395	2.11387567
682	7.79946218	-1.60793188	7.96348260	-0.20331091
683	-9.72273118	0.07456730	9.72301712	3.13392343
684	-8.10488234	-4.10002407	9.08291336	-2.67325937
685	-5.10795799	-0.53427236	5.13582338	-3.03737553
686	8.75000565	2.28579800	9.04364260	0.25552347
687	-8.23454080	5.99677453	10.18670540	2.51215984
688	7.20170932	-2.59923461	7.65641154	-0.34636901
689	-3.82510429	8.38339093	9.21480691	1.99885357
690	-17.57753878	-3.72332677	17.96755497	-2.93285511
691	-5.38206493	-0.07005316	5.38252082	-3.12857735
692	5.85844621	-1.04893270	5.95160918	-0.17716895
693	-3.50248258	5.04841031	6.14441461	2.17733511
694	4.09745600	-11.13390111	11.86393272	-1.21816245
695	2.20566372	10.26519439	10.49948419	1.35914616
696	5.38684998	3.85376352	6.62341649	0.62098829
697	0.74110668	-7.09838781	7.13697055	-1.46676829
698	-1.29600439	-0.06885284	1.29783208	-3.08851554
699	-1.82314073	-0.01569718	1.82320830	-3.13298290
700	-0.85630716	-3.16003525	3.27400133	-1.83542159
701	14.84598955	-3.61923341	15.28078061	-0.23912100
702	-1.80922497	-0.03215177	1.80951063	-3.12382350
703	-3.97536692	5.60467848	6.87138727	2.18773293
704	0.07792507	7.51649797	7.51690189	1.56042949
705	9.00190754	1.84348873	9.18873169	0.20199579
706	11.61515066	5.74831314	12.95973877	0.45955757
707	6.45624910	1.94486910	6.74282347	0.29259240
708	-9.24184945	-10.02928292	13.63811926	-2.31535643
709	-0.97732988	0.47597711	1.08707310	2.68838459
710	-1.23912817	-12.27020707	12.33261611	-1.67144185
711	-7.44156191	-9.41700323	12.00236617	-2.23954911
712	1.11973310	1.42287984	1.81063228	0.90406446
713	7.21000012	-0.35202351	7.21858866	-0.04878560
714	1.69273309	-12.14380922	12.26121722	-1.43229810
715	-7.76994341	-3.82255779	8.65932842	-2.68439186
716	-2.10276676	-7.20915528	7.50956377	-1.85460277
717	1.78349462	6.76562210	6.99674892	1.31304859
718	-0.39491310	-4.86552849	4.88152884	-1.65178430
719	-4.51502034	12.54922982	13.33673790	1.91616126
720	-7.04339239	-0.42515447	7.05621234	-3.08130363
721	-1.39704660	-1.67445339	2.18071854	-2.26612248
722	1.85795315	-4.78026208	5.12863485	-1.20009361
723	-14.38485888	-5.70277004	15.47403474	-2.76415681
724	10.20813132	-2.78971404	10.58245952	-0.26676971
725	-1.91865318	-0.20794789	1.92988920	-3.03363185
726	-13.79412173	2.92165839	14.10013766	2.93287271
727	11.26021737	-4.01163132	11.95347987	-0.34224596
728	5.65894587	4.87565719	7.46965203	0.71118085
729	-3.23370679	4.69620533	5.70185971	2.17381577
730	0.56338493	4.03346297	4.07261908	1.43201648
731	-8.32777734	-3.81694310	9.16083676	-2.71182589
732	9.31216240	-4.77596202	10.46547571	-0.47389335
733	0.84348679	-0.25739483	0.88188551	-0.29618008
734	-3.95069304	9.29861373	10.10307838	1.97255604
735	6.43436505	0.98166130	6.50881806	0.15139792
736	4.44490022	-2.58935147	5.14411110	-0.52748557
737	2.05308805	-10.73958493	10.93406854	-1.38190524
738	-4.48398370	-13.32391291	14.05819209	-1.89542700
739	-5.81320013	-5.12651956	7.75077406	-2.41888173
740	10.68551021	4.95472747	11.77834677	0.43417720
741	-10.43542679	2.24667509	10.67453424	2.92953639
742	5.24801849	12.06610365	13.15798447	1.16053751
743	-3.60937530	0.84874980	3.70782501	2.91063718
744	4.36654343	4.53689384	6.29683311	0.80452894
745	12.26831374	8.49570719	14.92275318	0.60566914
746	4.31518651	-5.02075987	6.62033717	-0.86083075
747	-3.31152055	-4.50138532	5.58825896	-2.20506102
748	-7.55148449	0.18664798	7.55379080	3.11688096
749	15.71129022	-10.02809713	18.63886725	-0.56808728
750	1.90553772	-5.06521229	5.41178801	-1.21097318
751	0.72758427	4.04604682	4.11094561	1.39287197
752	6.80222264	-11.61234046	13.45795987	-1.04090180
753	10.03124348	-3.66412966	10.67949868	-0.35021462
754	1.69310801	-1.94531944	2.57893049	-0.85460626
755	0.99819442	-15.88980975	15.92113206	-1.50805898
756	-9.03901281	-7.80488778	11.94236266	-2.42933217
757	0.33521680	-3.37978542	3.39636862	-1.47193678
758	11.42388141	-4.97960138	12.46200210	-0.41106166
759	2.15622385	1.02728936	2.38843562	0.44461430
760	3.91589579	-9.58731631	10.35619978	-1.18303065
761	9.67314138	-2.08813448	9.89595724	-0.21260693
762	6.85731829	-7.55886516	10.20584424	-0.83402364
763	6.66673361	-5.97247138	8.95074027	-0.73052404
764	-2.84015411	2.15981302	3.56809020	2.49143305
765	0.47709548	5.29411017	5.31556419	1.48092094
766	4.39575026	3.20930426	5.44263302	0.63063809
767	-10.26055707	3.10715990	10.72070306	2.84754554
768	4.55426364	-3.86728981	5.97471738	-0.70400509
769	-10.38227258	1.77475062	10.53286873	2.97228858
770	2.05723431	-4.44618137	4.89905519	-1.13743397
771	6.23960750	-5.16196574	8.09806100	-0.69116118
772	-5.77243517	3.61272920	6.80975918	2.58237603
773	5.06316638	-22.86969695	23.42346457	-1.35291874
774	8.34761637	-1.62417356	8.50415421	-0.19216644
775	3.47586612	14.57506822	14.98379988	1.33668881
776	-1.95928488	4.31234967	4.73657650	1.99725583
777	-4.53482895	5.31073857	6.98345314	2.27754902
778	4.68371994	14.51489304	15.25186390	1.25866083
779	14.68329589	-2.22546651	14.85098917	-0.15041968
780	4.23250224	7.02098847	8.19807015	1.02829439
781	10.27648139	0.42685900	10.28534289	0.04151360
782	5.16492791	-6.12504307	8.01203051	-0.87023546
783	0.61320747	9.39798908	9.41797336	1.50563989
784	-5.07381278	5.02675516	7.14225760	2.36085336
785	-5.46807465	8.42990792	10.04804398	2.14622317
786	-1.22115911	5.95309894	6.07705657	1.77311967
787	-7.62651377	-2.24274857	7.94944233	-2.85558269
788	4.80699745	2.03860403	5.22141081	0.40110041
789	6.21410820	9.60913996	11.44336976	0.99675346
790	14.10672603	7.35821358	15.91046908	0.48078601
791	-0.13221849	-4.18978707	4.19187278	-1.60234319
792	2.34378955	-1.12577541	2.60013841	-0.44778224
793	1.32851312	-1.35648345	1.89868229	-0.79581505
794	4.86955509	-3.57691898	6.04209534	-0.63353787
795	6.64936753	-1.80825143	6.89085348	-0.26552227
796	6.48877786	4.21882022	7.73968230	0.57649597
797	1.70424775	-6.47187447	6.69250473	-1.31331035
798	-2.83971006	3.33601923	4.38097906	2.27600237
799	11.11606821	-1.80736599	11.26203997	-0.16117998
800	-4.93061282	-3.79946955	6.22470173	-2.48504510
801	2.69613086	-2.33560092	3.56709311	-0.71386914
802	8.84214794	-0.08230860	8.84253103	-0.00930840
803	-7.44886947	-10.76368827	13.08979150	-2.17615791
804	-11.86193819	0.88594907	11.89497723	3.06704268
805	3.93440870	6.77070600	7.83083850	1.04439518
806	-3.40747530	-4.77463737	5.86583753	-2.19063242
807	1.79536514	12.81909566	12.94420911	1.43164746
808	9.63249395	-8.19257193	12.64528270	-0.70479245
809	6.55223040	0.92463978	6.61715059	0.14019260
810	7.40757485	-12.44537842	14.48308010	-1.03390863
811	7.50438607	-4.79838150	8.90731583	-0.56889471
812	-5.93540581	10.93602468	12.44289669	2.06804770
813	-1.72043033	-9.26281515	9.42123267	-1.75443882
814	4.50236857	-8.25598420	9.40386079	-1.07153321
815	-10.04864332	7.84313327	12.74715545	2.47884523
816	1.97556269	2.55109336	3.22659655	0.91186220
817	-7.20383276	-5.61318599	9.13252777	-2.47966744
818	-11.25308667	14.57713496	18.41534206	2.22820957
819	0.48217606	4.87619430	4.89997598	1.47223306
820	-1.90454700	4.69310478	5.06483284	1.95630825
821	12.97211636	-6.18034755	14.36915093	-0.44461709
822	-4.85878229	1.92638760	5.22673268	2.76412842
823	16.97644244	1.72987375	17.06435059	0.10154798
824	8.38107460	5.58299393	10.07036408	0.58763996
825	-3.94948450	1.11121074	4.10283038	2.86732707
826	0.89594408	11.59508265	11.62964563	1.49368024
827	8.24512388	-2.86512551	8.72874630	-0.33443996
828	2.00580362	1.97795301	2.81701017	0.77840723
829	-8.12562212	-0.79688379	8.16460401	-3.04383476
830	-0.47274190	7.15204373	7.16765055	1.63679917
831	-9.36773917	-11.87726824	15.12693089	-2.23861609
832	-8.02105044	-3.84407334	8.89461354	-2.69468394
833	-1.48494288	5.07738479	5.29007483	1.85532340
834	2.46969879	-1.08837654	2.69888414	-0.41508650
835	-0.30062040	1.79924417	1.82418535	1.73634859
836	5.43893973	2.39107068	5.94132009	0.41418908
837	-9.52165714	2.24188282	9.78202399	2.91035343
838	-4.29141983	0.51856729	4.32263764	3.02133755
839	-4.02154325	-12.50576109	13.13647101	-1.88192755
840	14.01338354	13.62269341	19.54361006	0.77126214
841	4.00305199	1.18955084	4.17605753	0.28885016
842	2.58049811	4.49196281	5.18041508	1.04936041
843	8.44533618	-2.51098970	8.81071918	-0.28899870
844	2.87220082	13.20625450	13.51498041	1.35664339
845	-1.97195450	4.71442320	5.11022413	1.96696234
846	6.59183361	1.03805727	6.67306776	0.15619355
847	-2.21064268	-6.33011225	6.70501768	-1.90678186
848	10.16063502	2.49812980	10.46322878	0.24108176
849	-3.58132344	6.29445725	7.24196587	2.08808302
850	-3.89239331	-5.86878486	7.04225541	-2.15642055
851	-2.81953165	4.29139367	5.13476566	2.15209073
852	-3.56052906	-8.26023767	8.99493711	-1.97777546
853	-0.65315398	3.57702951	3.63617247	1.75140338
854	3.00077719	6.31068258	6.98780211	1.12693396
855	3.81105181	-0.77678465	3.88941002	-0.20106997
856	-0.02274037	8.93785398	8.93788291	1.57334060
857	-5.88502418	-7.19988724	9.29902607	-2.25604372
858	7.32196891	-6.49289655	9.78616034	-0.72545699
859	8.39737408	9.14642226	12.41663930	0.82806815
860	-5.89645272	2.34448447	6.34545208	2.76314892
861	1.49537477	1.12331456	1.87028910	0.64426398
862	2.46935377	-18.57958063	18.74295933	-1.43866384
863	1.32041301	1.86184617	2.28253405	0.95392548
864	6.24293526	-6.92349148	9.32249832	-0.83704096
865	-4.00020364	-8.49537101	9.39004567	-2.01086844
866	5.90406460	2.76634018	6.52001663	0.43817129
867	-5.01649131	0.70014179	5.06511437	3.00292041
868	6.39674044	6.83956681	9.36471902	0.81884112
869	7.40640140	2.57244851	7.84042557	0.33429219
870	-0.82424327	-3.86484079	3.95175547	-1.78091553
871	-4.74326013	7.10408649	8.54204668	2.15950050
872	5.56735856	3.08970237	6.36723976	0.50664893
873	-15.71541570	-4.66165045	16.39223217	-2.85323124
874	-5.19099905	-7.27715348	8.93887207	-2.19041152
875	-3.72277968	0.83333108	3.81490881	2.92137643
876	10.41304084	5.47412251	11.76424400	0.48399461
877	-0.89169409	6.28147073	6.34444583	1.71181040
878	1.37257128	-2.58470098	2.92653909	-1.08262868
879	0.04939196	-9.63990553	9.64003206	-1.56567267
880	4.05324471	-5.66618911	6.96667006	-0.94984990
881	-11.99529546	4.81040723	12.92389767	2.76020341
882	-1.32667007	-6.03110720	6.17529818	-1.78731919
883	-0.95321805	-3.07742261	3.22166953	-1.87116987
884	-0.49537982	-2.00651157	2.06675830	-1.81284212
885	-1.70074552	-9.95224407	10.09651907	-1.74005200
886	1.36200465	-5.75981292	5.91865708	-1.33859477
887	0.64025697	-2.36418338	2.44934523	-1.30632477
888	-2.69068941	1.77810009	3.22512782	2.55763866
889	5.91725823	-20.09963440	20.95254753	-1.28448843
890	12.74125644	-1.92896860	12.88644775	-0.15025444
891	-1.87713141	7.00412216	7.25129986	1.83264667
892	-5.46706121	1.97388788	5.81248584	2.79510697
893	-8.66639842	2.26860099	8.95840454	2.88556762
894	9.31893993	3.08415950	9.81604204	0.31960947
895	-3.79957507	2.63231648	4.62232201	2.53572045
896	-11.15854893	4.18559127	11.91773420	2.78273278
897	10.40722935	-4.68685195	11.41389522	-0.42314145
898	-4.25053911	13.96997942	14.60230830	1.86615895
899	4.41477385	-5.20213212	6.82293241	-0.86708827
900	-9.96453397	11.47112483	15.19469125	2.28602555
901	3.12779250	-7.50319024	8.12901899	-1.17583905
902	-8.86076191	-2.00650202	9.08510605	-2.91890039
903	-17.65680795	1.11085345	17.69171734	3.07876186
904	-11.18904693	9.58307039	14.73193841	2.43335504
905	-8.00616489	2.72141319	8.45604908	2.81393060
906	-6.69676477	3.76765902	7.68387356	2.62912052
907	-4.92199352	-1.62693668	5.18391196	-2.82235437
908	-4.61284232	4.36326909	6.34952214	2.38399149
909	-1.07693107	2.56568436	2.78253782	1.96820683
910	-5.92590128	8.85953840	10.65869254	2.16032447
911	5.28874795	1.53865411	5.50802245	0.28311483
912	-4.41964100	-3.35895070	5.55119594	-2.49171883
913	-23.01062037	-0.64986978	23.01979540	-3.11335799
914	-3.67806820	10.58334468	11.20425679	1.90527225
915	7.19894528	-6.33736168	9.59098359	-0.72183408
916	9.28597388	-2.33167618	9.57423755	-0.24601046
917	-3.88710288	-8.21482133	9.08806131	-2.01276002
918	10.83911028	2.35651316	11.09231562	0.21407697
919	-6.71677508	-19.00302703	20.15515080	-1.91054859
920	-2.28217252	0.92029107	2.46074116	2.75828581
921	6.51891708	-7.58835344	10.00396861	-0.86106091
922	2.94486429	9.77497885	10.20893908	1.27817889
923	-8.80843106	-1.47409895	8.93092523	-2.97577830
924	-9.33840155	-6.76892424	11.53360650	-2.51438392
925	0.81784941	6.99243950	7.04010566	1.45436338
926	-0.89860968	-9.68631002	9.72790322	-1.66330265
927	-4.21582974	7.26681757	8.40118194	2.09649086
928	5.07877378	-7.98925338	9.46689562	-1.00453912
929	-1.66989957	6.10253076	6.32688282	1.83789818
930	5.57041430	6.80455846	8.79383485	0.88479853
931	0.24723686	1.53808198	1.55782612	1.41141609
932	-2.49142838	-3.87167011	4.60402485	-2.14259013
933	4.83372077	5.37702559	7.23030156	0.83855715
934	6.75214356	2.74348783	7.28822119	0.38593727
935	-4.18765160	0.93286279	4.29029823	2.92240640
936	-9.38640348	-2.92221948	9.83076482	-2.83977886
937	1.78528312	3.66489083	4.07659915	1.11749656
938	-6.59121299	-8.10680714	10.44817739	-2.25344211
939	-6.52305190	-2.47844925	6.97803101	-2.77848723
940	-7.58942166	3.85086344	8.51049178	2.67204354
941	-7.12321512	11.83567215	13.81388174	2.11256979
942	-12.37062829	-6.38202503	13.91986666	-2.66530496
943	2.42593408	-4.92761278	5.49240602	-1.11331619
944	-7.70109755	-8.69222205	11.61299391	-2.29580895
945	7.55233093	10.44273054	12.88752589	0.94465967
946	7.80349018	5.04085123	9.29002907	0.57353973
947	-10.61134524	8.42855334	13.55142647	2.47033920
948	1.33160724	7.86253927	7.97450322	1.40302732
949	-5.86637051	-3.98955773	7.09442554	-2.54436637
950	13.29567727	9.11712140	16.12131932	0.60107813
951	-13.28946559	-0.40095297	13.29551274	-3.11143107
952	-7.19981499	4.81094770	8.65924672	2.55252626
953	-0.64356101	-0.03088357	0.64430161	-3.09364088
954	-8.27492482	-2.46009772	8.63287099	-2.85261892
955	-0.80635354	-2.36899921	2.50247144	-1.89887299
956	6.93161681	2.84391894	7.49234186	0.38933879
957	-3.11257286	0.89074327	3.23751964	2.86286629
958	-6.23025462	-3.18856897	6.99878881	-2.66855925
959	6.01858287	2.92199863	6.69039728	0.45197733
960	2.69276864	-2.15277285	3.44752577	-0.67441431
961	-3.98948966	2.93512743	4.95287803	2.50729680
962	0.42062719	-11.68514060	11.69270876	-1.53481510
963	-8.75240763	-9.08809440	12.61737291	-2.33738072
964	-4.06111912	9.21646784	10.07154248	1.98583697
965	-10.80988221	6.43498679	12.58024675	2.60464550
966	-8.03856558	-1.15806935	8.12155534	-2.99851290
967	-2.55884199	-0.95577822	2.73151685	-2.78412030
968	5.97823345	14.96384622	16.11384401	1.19071086
969	-3.38426707	5.34853582	6.32930478	2.13494674
970	0.81477737	-7.75527208	7.79795533	-1.46611924
971	-3.28994013	7.88162420	8.54070876	1.96622836
972	9.37358665	-10.59828590	14.14877347	-0.84664268
973	0.10062134	9.62704796	9.62757379	1.56034477
974	-1.39439286	3.14623982	3.44138874	1.98797552
975	-1.38900085	13.51727934	13.58845702	1.67319435
976	-4.87554027	14.43313550	15.23437867	1.89656317
977	1.47729483	-11.05917905	11.15741194	-1.43800158
978	5.52128918	6.11049806	8.23546117	0.83600996
979	-6.35108696	-6.63877545	9.18747217	-2.33405096
980	-11.00048056	-3.16656295	11.44716967	-2.86131332
981	-3.58349172	6.15654091	7.12351099	2.09792208
982	-6.74837024	-1.70935420	6.96149356	-2.89351164
983	0.20327525	0.83453484	0.85893494	1.33186993
984	12.48354998	1.34879141	12.55620398	0.10762799
985	-10.70723300	-4.87735889	11.76577529	-2.71415778
986	6.87479432	-9.01633741	11.33830398	-0.91935453
987	2.22289874	0.22986573	2.23475212	0.10304186
988	-4.42846287	-2.07381383	4.88998847	-2.70363164
989	-3.09375564	10.42664821	10.87595131	1.85923776
990	8.24608088	-1.38774079	8.36203770	-0.16672864
991	-3.61271767	8.50971639	9.24483651	1.97227755
992	-9.14136907	-5.70607836	10.77608272	-2.58356601
993	9.54512852	8.05718386	12.49110445	0.70106744
994	2.83869712	9.33059984	9.75286085	1.27545855
995	-11.15911457	-8.04874624	13.75892997	-2.51673301
996	-12.75155929	0.70661689	12.77112257	3.08623511
997	-0.14051463	1.43179277	1.43867123	1.66862201
998	13.86713855	3.10520237	14.21055289	0.22029124
999	-4.53476249	-5.08129943	6.81055613	-2.29941973
1000	6.90307733	2.82088731	7.45720335	0.38793410
1001	6.72878723	5.01567708	8.39247247	0.64055434
1002	1.73683937	6.82440323	7.04195217	1.32158292
1003	17.46455751	-5.20364272	18.22330010	-0.28957909
1004	5.30220702	0.67772749	5.34534506	0.12713053
1005	1.97587324	-0.01438294	1.97592559	-0.00727915
1006	-7.94696060	5.47211098	9.64873988	2.53857292
1007	1.76537434	-0.26678358	1.78541873	-0.14998524
1008	1.09029670	13.91419581	13.95684749	1.49259753
1009	-5.83730811	-0.57952055	5.86600461	-3.04263818
1010	1.72426103	1.70024816	2.42155320	0.77838622
1011	-9.29522037	-4.72906573	10.42905481	-2.67095911
1012	5.39003435	-1.92027657	5.72188189	-0.34224451
1013	4.46313833	-5.71343996	7.25003448	-0.90764623
